,title,split_title
147,我资产负债表只有货币资金3918.04-这个处置资产损益明细表是这样填吗,资产 负债表 货币资金 3918.04 处置 资产 损益 明细表 填
148,老师，预收账款退回去要怎么做？收进来是：借：银行，贷：应收。都要退回去：贷方肯定是银行，借方应收也要减少，不是负数怎么做？,老师 预收 账款 退回去 做 收进来 银行 贷 应收 退回去 贷方 肯定 银行 借方 应收 减少 负数 做
149,是将370元／月差额按128天补给员工，不知道会计分录怎么做,370 元 月 差额 128 天 补给 员工 会计分录 做
150,"老师，请教个问题，我们母公司是A公司，子公司有B、C、D、E，公司之间的款项往来我都挂的其他应收款-A，B，..或者其他应付款A、B、C...,合并报表的时候，其他应收和其他应付，是不是把内部的往来都要减去？",老师 请教 母公司 公司 子公司 B C D E 公司 之间 款项 往来 挂 应收款 B 应付款 B C 合并 报表 应收 应付 内部 往来 减去
151,消防检测公司，检测费，外部第三方拿到项目，和公司签订合同，检测完成后，开票是项目总额，总额返利一部份给第三方，项目完成后款直接进公司公账，但是包含了要返利给第三方的一部份，剩下的公司拿40%，检测员拿60%，检测员拿的60%和返利给第三方的这部分怎么走公账，公司税怎么处理？,消防 检测 公司 检测费 外部 第三方 拿到 项目 公司 签订合同 检测 开票 项目 总额 总额 返利 一部 份 第三方 项目 后款 进 公司 公账 包含 返利 第三方 一部 份 剩下 公司 40% 检测 员 60% 检测 员 60% 返利 第三方 这部分 走公账 公司 税
152,不能抵扣的进项发票认证后，没有做进项税额转出的凭证，也可以直接在报表中操作，请问怎么操作？,抵扣 进项 发票 认证 做 进项税额 转出 凭证 报表 中 操作 请问 操作
153,公司买的二手车，开票金额小于实际付款金额，入账时多出的部分用的其他应收款，以后要把其他应收款怎么结转，多出的部分是没有发票的,公司 买 二手车 开票 金额 小于 付款 金额 入账 时 多出 应收款 应收款 结转 多出 发票
154,老师，我们是典当行，主要以给客户贷款，收利息为主营业收入，但是客户有不还利息的情况，就是说，客户到还本金时，中间有几个月利息就不给了，我们也没办法，只能把本金收回来。在税法上，这几个月利息收不上来，是否会视为我们主动放弃赠送给客户的呢？另外赠送视为销售，要做收入纳税吗？,老师 典当行 主要 客户 贷款 收 利息 营业 收入 客户 利息 情况 客户 本金 时 几个 月 利息 办法 只能 本金 收回 税法 几个 月 利息 收 视为 主动 放弃 赠送给 客户 赠送 视为 销售 做 收入 纳税
155,老师，固定资产清理，进项税还没抵扣完，怎么做分录，具体分录，谢谢,老师 固定资产 清理 进项 税 抵扣 完 做 分录 分录 谢谢
156,我们租赁合同15年8月份签到16年8月份，17年没有签，现在要去交印花税，要怎么搞？这个租赁合同印花税怎么算啊？,租赁 合同 15 年 月份 签到 16 年 月份 17 年 签 交 印花税 搞 租赁 合同 印花税 算
157,老师，我们总公司账户转账付成本开的是总公司的抬头，但是最后货款是分公司的账户收钱的这样可以吗，要怎么做账,老师 总公司 账户 转账 付 成本 开 总公司 抬头 货款 分公司 账户 收钱 做账
158,老师你好！我们公司卖了一台车价款为66万，现在客户用两台旧车冲抵了36万的首付款，两台车已入库现在又以27万的价格卖给了其他人这笔分录该如何做呢,老师 你好 公司 卖 一台 车 价款 66 万 客户 两台 旧车 冲抵 36 万 首付款 两台 车 入库 27 万 价格 卖 其他人 这笔 分录 做
159,公司的每项支出，都应该填个单据，像付款凭单，付款申请书，这类的吗？公司是个小企业，并没有在银行开公户，有时候老板让我付款我就直接用他给我的卡付了，这样对吗,公司 每项 支出 填个 单据 付款 凭单 付款 申请书 这类 公司 小企业 银行 开公户 有时候 老板 付款 卡付
160,老师我们月底准备对公司进行大盘点有没有盘点的表格盘点流程是什么样的,老师 月底 公司 大盘 点 有没有 盘点 表格 盘点 流程
161,个体户所得税怎么报？有员工的,个体户 所得税 报 员工
162,被背书人的公司全称书写模糊要写证明背书人不愿意开可以被背书人开的吗,背书 公司 全称 书写 模糊 写 证明 背书 开 背书 人开
163,请问专票的规格型号没填有影响吗？,请问 专票 规格型号 没填 影响
164,老师，谢谢你，我知道我是那里错了。我单据做成负数了,老师 谢谢 错 单据 做成 负数
165,老师，我是钢材贸易的，进来是实际重量，而我们销出去的是理论重量，而理论重量大于实际重量，这样如果我按实际重量入账，我进项会差很多，请问老师，我可以按理论重量入库吗，还是只能按发票数量来录,老师 钢材 贸易 重量 销 理论 重量 理论 重量 大于 重量 重量 入账 进项 会差 请问 老师 理论 重量 入库 只能 发票 数量 来录
166,请问前两个月我们的进项超过了销项，导致预交的税款全部在本期应补退税额那一列去显示负数了，留抵税额那一栏就少了本期预交的税额，现在我们销项大于进项了，那前面我们认证的申报表上面出现本期应补退税额的增值税我们还能抵扣吗,请问 前 两个 月 进项 超过 销项 导致 预交 税款 本期 应补 退 税额 一列 显示 负数 留抵 税额 一栏 少 本期 预交 税额 销项 大于 进项 认证 申报表 本期 应补 退 税额 增值税 抵扣
167,请问西药取消加成后，药房将西药退库后再重新入库，如果同一种西药还剩10盒，其中6盒2017年3月进货价格5元，4盒2017年8月进货价格8元，现在统一退货，平进平出是应该进货分别体现6盒5元，4盒8元，但西药房将剩余10盒统一按最近价格2017年8月进价8元调拨至药房，即出现从药房退到药库时进价为6*54*8=62元也是本单位应付药商的费用，但从药库再重新调拨至药房，药库的进价为10*8=80元，这中间的80-62=18元，如何账务处理？分录如何？,请问 西药 取消 加成 药房 西药 退库 入库 一种 西药 剩 10 盒 盒 2017 年 月 进货价格 元 盒 2017 年 月 进货价格 元 统一 退货 平进平 出是 进货 体现 盒 元 盒 元 西药房 剩余 10 盒 统一 价格 2017 年 月 进价 元 调拨 药房 药房 退 药库 时 进价 54 62 元 单位 应付 药商 费用 药库 调拨 药房 药库 进价 10 80 元 80 62 18 元 账务 分录
168,老师，您好全盘账实操课程中的深圳广硕期初数据录入完成后，怎么总显示保存成功，期初数据错误，结转损益没法结转，怎么回事？,老师 您好 全盘 账实 操 课程 中 深圳 广硕 期初 数据录入 总 显示 保存 成功 期初 数据 错误 结转 损益 没法 结转 怎么回事
169,老师员工宿舍电费和宿舍客房电费分别计入什么科目及二级科目？,老师 员工 宿舍 电费 宿舍 客房 电费 计入 科目 二级 科目
170,外购猪肉再销售需要交税吗,外购 猪肉 销售 交税
171,看以前会计做的，调整数额，红色那栏还是加上去的，有点搞不清，我觉得合并后，其他应收款的总数应该减少,会计 做 调整 数额 红色 那栏 搞不清 合并 应收款 总数 减少
172,王老师：请问西药取消加成后，药房将西药退库后再重新入库，如果同一种西药还剩10盒，其中6盒2017年3月进货价格5元，4盒2017年8月进货价格8元，现在统一退货，平进平出是应该进货分别体现6盒5元，4盒8元，但西药房将剩余10盒统一按最近价格2017年8月进价8元调拨至药房，即出现从药房退到药库时进价为6*5+4*8=62元也是本单位应付药商的费用，但从药库再重新调拨至药房，药库的进价为10*8=80元，这中间的80-62=18元，如何账务处理？分录如何？,王老师 请问 西药 取消 加成 药房 西药 退库 入库 一种 西药 剩 10 盒 盒 2017 年 月 进货价格 元 盒 2017 年 月 进货价格 元 统一 退货 平进平 出是 进货 体现 盒 元 盒 元 西药房 剩余 10 盒 统一 价格 2017 年 月 进价 元 调拨 药房 药房 退 药库 时 进价 62 元 单位 应付 药商 费用 药库 调拨 药房 药库 进价 10 80 元 80 62 18 元 账务 分录
173,请问下乡演出的演艺公司属业哪个们业。,请问 下乡 演出 演艺 公司 属业 业
174,老师，我们使用的是金蝶软件，我打印出来的凭证都比会计凭证封面大，要怎么设置，才能让它打印出来的大小与会计凭证封面一样大？,老师 金蝶 软件 打印 凭证 会计凭证 封面 设置 打印 大小 会计凭证 封面
175,我们是一般纳税人，客户从私人账户上转货款到我公司对公账户上，并要求开发票，能开吗？,纳税人 客户 私人 账户 转 货款 公司 对公 账户 开发票 能开
176,老师，付现5万，我做凭证5万支付单，做成3万，下个月怎么补救，是红冲3万，再做个5万，可以吗？,老师 付现 万 做 凭证 万 支付 做成 万 下个月 补救 红冲 万 做 万
177,收到通知账上有货款汇入。出纳需要做些什么呢，需要马上去以后拿回单吗？,收到 通知 账上 货款 汇入 出纳 做些 回单
178,请问老师学堂里有类似业务的实操吗？有的话，是哪一个？请指教！,请问 老师 学堂 里 类似 业务 实操 请 指教
179,请问将自产或者外购的产品赠送他人这个销项税额是根据哪个金额算的呢,请问 自产 外购 产品 赠送 销项税额 金额 算
180,老师，这个月由于商场补配合转账我们是餐饮总公司账户转账付菜成本开的是总公司的抬头，但是最后货款是分公司的账户收钱的，要怎么做账下个月就正常转,老师 月 商场 补 配合 转账 餐饮 总公司 账户 转账 付菜 成本 开 总公司 抬头 货款 分公司 账户 收钱 做账 下个月 转
